,address,city,district,districtId,districtNCESId,enrollment,fax,gradeRange,gsId,gsRating,lat,lon,name,ncesId,overviewLink,parentRating,phone,ratingsLink,reviewsLink,schoolStatsLink,state,type,website
10,"1840 Harris Avenue, 
San Jose, CA  95124",San Jose,Cambrian,627,0607140,665,(408) 377-8648,K-5,5405,6,37.278736,-121.92195,Bagby Elementary School,060714000650,https://www.greatschools.org/california/san-jose/5405-Bagby-Elementary-School/?s_cid=gsapi,4,(408) 377-3882,https://www.greatschools.org/school/rating.page?state=CA&id=5405&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5405&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5405,CA,public,www.cambriansd.org
11,"280 Martinvale Lane, 
San Jose, CA  95119",San Jose,Oak Grove Elementary School District,650,0627810,396,(408) 224-8506,K-6,5583,5,37.22409,-121.78427,Baldwin (Julia) Elementary School,062781004204,https://www.greatschools.org/california/san-jose/5583-Baldwin-(Julia)-Elementary-School/?s_cid=gsapi,4,(408) 226-3370,https://www.greatschools.org/school/rating.page?state=CA&id=5583&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5583&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5583,CA,public,
12,"500 Rough And Ready Road, 
San Jose, CA  95133",San Jose,Alum Rock Union Elementary School District,625,0602310,420,(408) 928-8401,PK-8,5384,3,37.37495,-121.84331,Ben Painter Elementary School,060231008782,https://www.greatschools.org/california/san-jose/5384-Ben-Painter-Elementary-School/?s_cid=gsapi,3,(408) 928-8400,https://www.greatschools.org/school/rating.page?state=CA&id=5384&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5384&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5384,CA,public,http://www.arusd.org/
13,"6610 San Ignacio Avenue, 
San Jose, CA  95119",San Jose,Oak Grove Elementary School District,650,0627810,807,(408) 578-7367,7-8,5584,7,37.22708,-121.791,Bernal Intermediate School,062781004205,https://www.greatschools.org/california/san-jose/5584-Bernal-Intermediate-School/?s_cid=gsapi,4,(408) 578-5731,https://www.greatschools.org/school/rating.page?state=CA&id=5584&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5584&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5584,CA,public,http://www.Sccoe.k12.ca.us/bernal/Home.html
14,"1590 Dry Creek Road, 
San Jose, CA  95125",San Jose,San Jose Unified School District,655,0634590,800,(408) 448-2507,PK-5,5651,9,37.288143,-121.90581,Booksin Elementary School,063459005702,https://www.greatschools.org/california/san-jose/5651-Booksin-Elementary-School/?s_cid=gsapi,4,(408) 535-6213,https://www.greatschools.org/school/rating.page?state=CA&id=5651&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5651&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5651,CA,public,http://booksin.ca.campusgrid.net/home
15,"1570 Branham Lane, 
San Jose, CA  95118",San Jose,Campbell Union High,630,0607230,1468,(408) 267-2676,9-12,11149,8,37.254597,-121.89959,Branham High School,060723008350,https://www.greatschools.org/california/san-jose/11149-Branham-High-School/?s_cid=gsapi,3,(408) 626-3407,https://www.greatschools.org/school/rating.page?state=CA&id=11149&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11149&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11149,CA,public,www.branham.cuhsd.org
16,"7050 Bret Harte Drive, 
San Jose, CA  95120",San Jose,San Jose Unified School District,655,0634590,1215,(408) 927-0698,6-8,5670,8,37.209404,-121.83818,Bret Harte Middle School,063459005703,https://www.greatschools.org/california/san-jose/5670-Bret-Harte-Middle-School/?s_cid=gsapi,4,(408) 535-6270,https://www.greatschools.org/school/rating.page?state=CA&id=5670&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5670&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5670,CA,public,http://www.sjusd.k12.ca.us/sites/mid/BretHarte
17,"1781 Olivetree Drive, 
San Jose, CA  95131",San Jose,Berryessa Union Elementary,626,0604800,515,(408) 923-1635,K-5,5392,6,37.398533,-121.88003,Brooktree Elementary School,060480000457,https://www.greatschools.org/california/san-jose/5392-Brooktree-Elementary-School/?s_cid=gsapi,4,(408) 923-1910,https://www.greatschools.org/school/rating.page?state=CA&id=5392&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5392&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5392,CA,public,http://brooktree.berryessa.k12.ca.us/
18,"3799 Cadwallader Avenue, 
San Jose, CA  95121",San Jose,Evergreen Elementary,633,0613140,366,(408) 223-4839,K-6,5467,8,37.30653,-121.78867,Cadwallader Elementary School,061314001490,https://www.greatschools.org/california/san-jose/5467-Cadwallader-Elementary-School/?s_cid=gsapi,4,(408) 270-4950,https://www.greatschools.org/school/rating.page?state=CA&id=5467&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5467&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5467,CA,public,http://www.do.esd.k12.ca.us/Cadwallader/cad.html
19,"420 Calero Avenue, 
San Jose, CA  95123",San Jose,East Side Union High,632,0611820,339,,10-12,31076,2,37.24132,-121.82663,Calero High,061182013019,https://www.greatschools.org/california/san-jose/31076-Calero-High/?s_cid=gsapi,,(408) 347-7600,https://www.greatschools.org/school/rating.page?state=CA&id=31076&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31076&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31076,CA,public,www.esuhsd.org
20,"880 Wren Drive, 
San Jose, CA  95125",San Jose,San Jose Unified School District,655,0634590,373,(408) 265-4126,K-5,11871,5,37.284744,-121.87653,Canoas Elementary School,063459008634,https://www.greatschools.org/california/san-jose/11871-Canoas-Elementary-School/?s_cid=gsapi,3,(408) 535-6391,https://www.greatschools.org/school/rating.page?state=CA&id=11871&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11871&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11871,CA,public,www.sjusd.k12.ca.us
21,"3200 Water Street, 
San Jose, CA  95111",San Jose,Franklin-Mckinley Elementary School District,634,0614370,652,(408) 363-5669,K-6,5486,3,37.28865,-121.83956,Captain Jason M. Dahl Elementary School,061437001646,https://www.greatschools.org/california/san-jose/5486-Captain-Jason-M.-Dahl-Elementary-School/?s_cid=gsapi,3,(408) 363-5650,https://www.greatschools.org/school/rating.page?state=CA&id=5486&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5486&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5486,CA,public,http://www.dahl.fmsd.k12.ca.us
22,"2421 Carlton Avenue, 
San Jose, CA  95124",San Jose,Union Elementary,657,0640320,705,(408) 356-5993,K-5,5712,9,37.247437,-121.94574,Carlton Elementary School,064032006669,https://www.greatschools.org/california/san-jose/5712-Carlton-Elementary-School/?s_cid=gsapi,4,(408) 356-1141,https://www.greatschools.org/school/rating.page?state=CA&id=5712&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5712&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5712,CA,public,http://www.unionsd.org/carlton
23,"3701 Rue Mirassou Drive, 
San Jose, CA  95148",San Jose,Evergreen Elementary,633,0613140,807,(408) 223-4567,K-6,13990,9,37.321712,-121.76937,Carolyn A. Clark Elementary School,061314011451,https://www.greatschools.org/california/san-jose/13990-Carolyn-A.-Clark-Elementary-School/?s_cid=gsapi,5,(408) 223-4560,https://www.greatschools.org/school/rating.page?state=CA&id=13990&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13990&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/13990,CA,public,www.eesd.org
24,"6384 Leyland Park Drive, 
San Jose, CA  95120",San Jose,San Jose Unified School District,655,0634590,1222,(408) 268-4489,6-8,5656,6,37.22148,-121.88194,Castillero Middle School,063459005707,https://www.greatschools.org/california/san-jose/5656-Castillero-Middle-School/?s_cid=gsapi,4,(408) 535-6385,https://www.greatschools.org/school/rating.page?state=CA&id=5656&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5656&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5656,CA,public,http://www.sjusd.k12.ca.us/sites/mid/Castillero
25,"2702 Sugar Plum Drive, 
San Jose, CA  95148",San Jose,Evergreen Elementary,633,0613140,742,(408) 223-4852,K-6,5468,5,37.33115,-121.79364,Cedar Grove Elementary School,061314001491,https://www.greatschools.org/california/san-jose/5468-Cedar-Grove-Elementary-School/?s_cid=gsapi,4,(408) 270-4958,https://www.greatschools.org/school/rating.page?state=CA&id=5468&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5468&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5468,CA,public,
26,"2000 Kammerer Avenue, 
San Jose, CA  95116",San Jose,Alum Rock Union Elementary School District,625,0602310,462,(408) 928-7301,K-5,5369,3,37.350258,-121.84499,Cesar Chavez Elementary School,060231000111,https://www.greatschools.org/california/san-jose/5369-Cesar-Chavez-Elementary-School/?s_cid=gsapi,2,(408) 928-7300,https://www.greatschools.org/school/rating.page?state=CA&id=5369&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5369&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5369,CA,public,
27,"3276 Cortona Drive, 
San Jose, CA  95135",San Jose,Evergreen Elementary,633,0613140,1124,(408) 270-6916,7-8,5469,9,37.312355,-121.76801,Chaboya Middle School,061314010321,https://www.greatschools.org/california/san-jose/5469-Chaboya-Middle-School/?s_cid=gsapi,4,(408) 270-6900,https://www.greatschools.org/school/rating.page?state=CA&id=5469&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5469&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5469,CA,public,http://chaboya.eesd.org/
28,"2550 Greengate Drive, 
San Jose, CA  95132",San Jose,Berryessa Union Elementary,626,0604800,350,(408) 258-8356,PK-5,5393,5,37.3944,-121.86508,Cherrywood Elementary School,060480000458,https://www.greatschools.org/california/san-jose/5393-Cherrywood-Elementary-School/?s_cid=gsapi,4,(408) 923-1915,https://www.greatschools.org/school/rating.page?state=CA&id=5393&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5393&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5393,CA,public,http://cherrywood.berryessa.k12.ca.us/
29,"565 Coyote Road, 
San Jose, CA  95111",San Jose,Oak Grove Elementary School District,650,0627810,463,(408) 224-8265,K-8,5586,4,37.279354,-121.81761,Christopher Elementary School,062781004208,https://www.greatschools.org/california/san-jose/5586-Christopher-Elementary-School/?s_cid=gsapi,3,(408) 227-8550,https://www.greatschools.org/school/rating.page?state=CA&id=5586&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5586&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5586,CA,public,http://christopher.ogsd.net/
30,"1970 Cinderella Lane, 
San Jose, CA  95116",San Jose,Alum Rock Union Elementary School District,625,0602310,328,(408) 928-7101,K-5,5367,1,37.344124,-121.84038,Clyde Arbuckle Elementary School,060231000100,https://www.greatschools.org/california/san-jose/5367-Clyde-Arbuckle-Elementary-School/?s_cid=gsapi,3,(408) 928-7100,https://www.greatschools.org/school/rating.page?state=CA&id=5367&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5367&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5367,CA,public,
31,"1720 Hopkins Drive, 
San Jose, CA  95122",San Jose,Alum Rock Union Elementary School District,625,0602310,497,(408) 928-7501,6-8,5372,3,37.33786,-121.82958,Clyde L. Fischer Middle School,060231000104,https://www.greatschools.org/california/san-jose/5372-Clyde-L.-Fischer-Middle-School/?s_cid=gsapi,4,(408) 928-7500,https://www.greatschools.org/school/rating.page?state=CA&id=5372&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5372&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5372,CA,public,http://www.arusd.org/schools/Fischer/FischWelcome.html
32,"1855 Lucretia Avenue, 
San Jose, CA  95122",San Jose,Franklin-Mckinley Elementary School District,634,0614370,141,,7-8,31093,9,37.3204,-121.84813,College Connection Academy,061437013199,https://www.greatschools.org/california/san-jose/31093-College-Connection-Academy/?s_cid=gsapi,,(408) 347-4827,https://www.greatschools.org/school/rating.page?state=CA&id=31093&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31093&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31093,CA,public,http://fmsd.org
33,"5140 Country Lane, 
San Jose, CA  95129",San Jose,Moreland School District,646,0625770,684,(408) 252-4576,K-5,5563,8,37.298496,-121.99193,Country Lane Elementary School,062577003853,https://www.greatschools.org/california/san-jose/5563-Country-Lane-Elementary-School/?s_cid=gsapi,4,(408) 874-3400,https://www.greatschools.org/school/rating.page?state=CA&id=5563&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5563&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5563,CA,public,www.countrylaneschool.org/
34,"3975 Mira Loma, 
San Jose, CA  95111",San Jose,Franklin-Mckinley Elementary School District,634,0614370,516,(408) 363-5642,4-8,5492,3,37.28235,-121.83026,Daniel Lairon Elementary School,061437001651,https://www.greatschools.org/california/san-jose/5492-Daniel-Lairon-Elementary-School/?s_cid=gsapi,4,(408) 363-5775,https://www.greatschools.org/school/rating.page?state=CA&id=5492&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5492&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5492,CA,public,http://fmsd.k12.ca.us/7trees
35,"5575 Dartmouth Drive, 
San Jose, CA  95118",San Jose,Union Elementary,657,0640320,859,(408) 264-9332,6-8,5713,8,37.23997,-121.89648,Dartmouth Middle School,064032006671,https://www.greatschools.org/california/san-jose/5713-Dartmouth-Middle-School/?s_cid=gsapi,4,(408) 264-1122,https://www.greatschools.org/school/rating.page?state=CA&id=5713&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5713&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5713,CA,public,http://dartmouth.unionsd.org/
36,"5035 Edenview Drive, 
San Jose, CA  95111",San Jose,Oak Grove Elementary School District,650,0627810,664,(408) 224-8957,7-8,5587,4,37.266415,-121.81188,Davis (Caroline) Intermediate School,062781004209,https://www.greatschools.org/california/san-jose/5587-Davis-(Caroline)-Intermediate-School/?s_cid=gsapi,4,(408) 227-0616,https://www.greatschools.org/school/rating.page?state=CA&id=5587&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5587&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5587,CA,public,http://www.davis.ogsd.k12.ca.us
37,"1224 Del Mar Avenue, 
San Jose, CA  95128",San Jose,Campbell Union High,630,0607230,1108,(408) 295-9476,9-12,5424,5,37.303253,-121.93034,Del Mar High School,060723000665,https://www.greatschools.org/california/san-jose/5424-Del-Mar-High-School/?s_cid=gsapi,4,(408) 626-3403,https://www.greatschools.org/school/rating.page?state=CA&id=5424&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5424&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5424,CA,public,www.delmar.cuhsd.org
38,"5345 Avenida Almendros, 
San Jose, CA  95123",San Jose,Oak Grove Elementary School District,650,0627810,507,(408) 224-8748,K-6,5588,4,37.257355,-121.83603,Del Roble Elementary School,062781004210,https://www.greatschools.org/california/san-jose/5588-Del-Roble-Elementary-School/?s_cid=gsapi,4,(408) 225-5675,https://www.greatschools.org/school/rating.page?state=CA&id=5588&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5588&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5588,CA,public,http://www.davis.ogsd.k12.ca.us/delroble
39,"1824 Daytona Drive, 
San Jose, CA  95122",San Jose,Alum Rock Union Elementary School District,625,0602310,548,(408) 928-8201,K-5,5380,5,37.335167,-121.8277,Donald J. Meyer Elementary School,060231000113,https://www.greatschools.org/california/san-jose/5380-Donald-J.-Meyer-Elementary-School/?s_cid=gsapi,3,(408) 928-8200,https://www.greatschools.org/school/rating.page?state=CA&id=5380&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5380&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5380,CA,public,
40,"1460 Colt Way, 
San Jose, CA  95121",San Jose,Evergreen Elementary,633,0613140,529,(408) 223-4536,K-6,5470,4,37.30112,-121.80986,Dove Hill Elementary School,061314009366,https://www.greatschools.org/california/san-jose/5470-Dove-Hill-Elementary-School/?s_cid=gsapi,4,(408) 270-4964,https://www.greatschools.org/school/rating.page?state=CA&id=5470&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5470&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5470,CA,public,
41,"4835 Doyle Road, 
San Jose, CA  95129",San Jose,Moreland School District,646,0625770,1027,(408) 253-7321,K-8,5565,8,37.303364,-121.98663,Easterbrook Discovery,062577003854,https://www.greatschools.org/california/san-jose/5565-Easterbrook-Discovery/?s_cid=gsapi,4,(408) 874-3500,https://www.greatschools.org/school/rating.page?state=CA&id=5565&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5565&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5565,CA,public,http://eds-moreland-ca.schoolloop.com/
42,"285 Azucar Avenue, 
San Jose, CA  95111",San Jose,Oak Grove Elementary School District,650,0627810,566,(408) 224-8732,K-6,5589,3,37.261543,-121.80266,Edenvale Elementary School,062781004212,https://www.greatschools.org/california/san-jose/5589-Edenvale-Elementary-School/?s_cid=gsapi,3,(408) 227-7060,https://www.greatschools.org/school/rating.page?state=CA&id=5589&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5589&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5589,CA,public,http://www.garlic.com/~lullah/edenvale/edv.html
43,"1060 East Empire Street, 
San Jose, CA  95112",San Jose,San Jose Unified School District,655,0634590,438,(408) 297-6914,K-5,5662,4,37.354664,-121.87618,Empire Gardens Elementary School,063459005711,https://www.greatschools.org/california/san-jose/5662-Empire-Gardens-Elementary-School/?s_cid=gsapi,4,(408) 535-6221,https://www.greatschools.org/school/rating.page?state=CA&id=5662&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5662&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5662,CA,public,http://sjusd.org/empire-gardens/
44,"1610 Bird Avenue, 
San Jose, CA  95125",San Jose,San Jose Unified School District,655,0634590,505,,K-5,12074,3,37.303505,-121.88689,Ernesto Galarza Elementary School,063459010411,https://www.greatschools.org/california/san-jose/12074-Ernesto-Galarza-Elementary-School/?s_cid=gsapi,3,(408) 535-6671,https://www.greatschools.org/school/rating.page?state=CA&id=12074&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12074&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12074,CA,public,www.sjusd.k12.ca.us
45,"3010 Fowler Road, 
San Jose, CA  95135",San Jose,Evergreen Elementary,633,0613140,800,(408) 270-4968,K-6,5471,9,37.31055,-121.77794,Evergreen Elementary School,061314001492,https://www.greatschools.org/california/san-jose/5471-Evergreen-Elementary-School/?s_cid=gsapi,4,(408) 270-4966,https://www.greatschools.org/school/rating.page?state=CA&id=5471&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5471&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5471,CA,public,http://ev.schoolloop.com/
46,"3300 Quimby Road, 
San Jose, CA  95148",San Jose,East Side Union High,632,0611820,2715,(400) 347-7005,9-12,12237,10,37.323933,-121.77853,Evergreen Valley High School,061182010665,https://www.greatschools.org/california/san-jose/12237-Evergreen-Valley-High-School/?s_cid=gsapi,3,(408) 347-7000,https://www.greatschools.org/school/rating.page?state=CA&id=12237&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12237&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12237,CA,public,https://evhs.schoolloop.com/cms/page_view?d=x&amp;piid=&amp;vpid=1211910078964
47,"420 Tully Road, 
San Jose, CA  95111",San Jose,Franklin-Mckinley Elementary School District,634,0614370,796,(408) 283-6060,K-6,5484,6,37.305473,-121.8511,Franklin Elementary School,061437001644,https://www.greatschools.org/california/san-jose/5484-Franklin-Elementary-School/?s_cid=gsapi,4,(408) 283-6375,https://www.greatschools.org/school/rating.page?state=CA&id=5484&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5484&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5484,CA,public,http://www.franklin.fmsd.k12.ca.us
48,"530 Gettysburg Drive, 
San Jose, CA  95123",San Jose,Oak Grove Elementary School District,650,0627810,666,(408) 224-8932,K-8,5590,6,37.247536,-121.83707,Frost (Earl) Elementary School,062781004213,https://www.greatschools.org/california/san-jose/5590-Frost-(Earl)-Elementary-School/?s_cid=gsapi,4,(408) 225-1881,https://www.greatschools.org/school/rating.page?state=CA&id=5590&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5590&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5590,CA,public,
