,address,city,district,districtId,districtNCESId,enrollment,fax,gradeRange,gsId,gsRating,lat,lon,name,ncesId,overviewLink,parentRating,phone,ratingsLink,reviewsLink,schoolStatsLink,state,type,website
11,"4021 Teale Avenue, 
San Jose, CA  95117",San Jose,Santa Clara County Office Of Education,1116,0691035,557,(408) 243-9812,K-8,17001,8,37.302715,-121.97365,Discovery Charter School,069103511792,https://www.greatschools.org/california/san-jose/17001-Discovery-Charter-School/?s_cid=gsapi,4,(408) 243-9800,https://www.greatschools.org/school/rating.page?state=CA&id=17001&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17001&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17001,CA,charter,www.discoveryk8.org
12,"1776 Educational Park Drive, 
San Jose, CA  95133",San Jose,Santa Clara County Office Of Education,1116,0691035,479,,6-12,25621,3,37.36675,-121.85792,Downtown College Prep - Alum Rock School,069103512827,https://www.greatschools.org/california/san-jose/25621-Downtown-College-Prep---Alum-Rock-School/?s_cid=gsapi,4,(408) 271-1730,https://www.greatschools.org/school/rating.page?state=CA&id=25621&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25621&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25621,CA,charter,
13,"1155 East Julian Street, 
San Jose, CA  95116",San Jose,San Jose Unified School District,655,0634590,219,,6-8,31777,2,37.350983,-121.872055,Downtown College Preparatory Middle,063459013738,https://www.greatschools.org/california/san-jose/31777-Downtown-College-Preparatory-Middle/?s_cid=gsapi,,(408) 271-8120,https://www.greatschools.org/school/rating.page?state=CA&id=31777&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31777&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31777,CA,charter,
14,"1460 The Alameda, 
San Jose, CA  95126",San Jose,San Jose Unified School District,655,0634590,400,(408) 271-1734,9-12,11869,4,37.333755,-121.91452,Downtown College Preparatory School,063459008632,https://www.greatschools.org/california/san-jose/11869-Downtown-College-Preparatory-School/?s_cid=gsapi,4,(408) 271-1730,https://www.greatschools.org/school/rating.page?state=CA&id=11869&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11869&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11869,CA,charter,
15,"467 North White Road, 
San Jose, CA  95127",San Jose,East Side Union High,632,0611820,380,(408) 275-7192,K-12,12238,1,37.331406,-121.89542,Escuela Popular Accelerated Family Learning School,061182010666,https://www.greatschools.org/california/san-jose/12238-Escuela-Popular-Accelerated-Family-Learning-School/?s_cid=gsapi,3,(408) 275-7190,https://www.greatschools.org/school/rating.page?state=CA&id=12238&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12238&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12238,CA,charter,www.escuelapopular.org
16,"2800 New Jersey Avenue, 
San Jose, CA  95124",San Jose,Cambrian,627,0607140,558,(408) 377-8751,K-5,5406,5,37.271029999999996,-121.92582,Fammatre Elementary School,060714000652,https://www.greatschools.org/california/san-jose/5406-Fammatre-Elementary-School/?s_cid=gsapi,4,(408) 377-5480,https://www.greatschools.org/school/rating.page?state=CA&id=5406&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5406&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5406,CA,charter,www.cambriansd.org
17,"15711 Woodard Road, 
San Jose, CA  95124",San Jose,Cambrian,627,0607140,535,(408) 377-7237,K-5,5407,7,37.261158,-121.94303000000001,Farnham Charter School,060714000653,https://www.greatschools.org/california/san-jose/5407-Farnham-Charter-School/?s_cid=gsapi,4,(408) 377-3321,https://www.greatschools.org/school/rating.page?state=CA&id=5407&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5407&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5407,CA,charter,www.cambriansd.org
18,"4450 Mccoy Avenue, 
San Jose, CA  95130",San Jose,Campbell Union,629,0607200,632,(408) 341-7140,K-5,5414,10,37.27517,-121.98231000000001,Forest Hill Elementary School,060720000667,https://www.greatschools.org/california/san-jose/5414-Forest-Hill-Elementary-School/?s_cid=gsapi,4,(408) 364-4279,https://www.greatschools.org/school/rating.page?state=CA&id=5414&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5414&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5414,CA,charter,http://foresthill.campbellusd.org/
19,"1966 Flint Avenue, 
San Jose, CA  95148",San Jose,Mt. Pleasant Elementary,647,0626400,622,(408) 223-7346,PK-9,5570,6,37.346615,-121.79995,Ida Jew Academy,062640001486,https://www.greatschools.org/california/san-jose/5570-Ida-Jew-Academy/?s_cid=gsapi,4,(408) 223-3750,https://www.greatschools.org/school/rating.page?state=CA&id=5570&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5570&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5570,CA,charter,ija.mpesd.org
20,"1250 South King Road, 
San Jose, CA  95122",San Jose,Alum Rock Union Elementary School District,625,0602310,413,(408) 928-2401,5-8,14113,9,37.338257,-121.84003999999999,KIPP Heartwood Academy,060231011444,https://www.greatschools.org/california/san-jose/14113-KIPP-Heartwood-Academy/?s_cid=gsapi,5,(408) 926-5477,https://www.greatschools.org/school/rating.page?state=CA&id=14113&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14113&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14113,CA,charter,www.kippbayarea.org/schools/heartwood
21,"2545 Sherlock Drive, 
San Jose, CA  95112",San Jose,Franklin-Mckinley Elementary School District,634,0614370,324,,5-7,31948,9,37.309677,-121.8377,KIPP Heritage Academy,061437013763,https://www.greatschools.org/california/san-jose/31948-KIPP-Heritage-Academy/?s_cid=gsapi,,(408) 283-6260,https://www.greatschools.org/school/rating.page?state=CA&id=31948&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31948&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31948,CA,charter,http://www.kippbayarea.org/schools/heritage
22,"1250 South King Road, 
San Jose, CA  95122",San Jose,Alum Rock Union Elementary School District,625,0602310,306,(408) 251-5602,5-8,32217,7,37.337944,-121.84017,KIPP Prize Preparatory Academy,060231013778,https://www.greatschools.org/california/san-jose/32217-KIPP-Prize-Preparatory-Academy/?s_cid=gsapi,,(408) 251-5600,https://www.greatschools.org/school/rating.page?state=CA&id=32217&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32217&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32217,CA,charter,http://www.kippbayarea.org/schools/prize/
23,"1790 Educational Park Drive, 
San Jose, CA  95133",San Jose,East Side Union High,632,0611820,475,(408) 937-3755,9-12,24687,9,37.368225,-121.86011,KIPP San Jose Collegiate,061182012236,https://www.greatschools.org/california/san-jose/24687-KIPP-San-Jose-Collegiate/?s_cid=gsapi,4,(408) 937-3752,https://www.greatschools.org/school/rating.page?state=CA&id=24687&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24687&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24687,CA,charter,www.kippbayarea.org/schools/sjcollegiate
24,"14271 Story Road, 
San Jose, CA  95127",San Jose,East Side Union High,632,0611820,410,(408) 285-5324,9-12,12068,5,37.35968,-121.81616000000001,Latino College Preparatory Academy,061182010402,https://www.greatschools.org/california/san-jose/12068-Latino-College-Preparatory-Academy/?s_cid=gsapi,3,(408) 729-2281,https://www.greatschools.org/school/rating.page?state=CA&id=12068&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12068&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12068,CA,charter,www.sjlcpa.org/
25,"1881 Cunningham Avenue, 
San Jose, CA  95122",San Jose,Santa Clara County Office Of Education,1116,0691035,229,(408) 937-2705,9-12,13629,5,37.330368,-121.82876,Leadership Public Schools - San Jose,069103511441,https://www.greatschools.org/california/san-jose/13629-Leadership-Public-Schools---San-Jose/?s_cid=gsapi,3,(408) 937-2700,https://www.greatschools.org/school/rating.page?state=CA&id=13629&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13629&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/13629,CA,charter,www.leadps.org
26,"1855 Lucretia Avenue, 
San Jose, CA  95122",San Jose,East Side Union High,632,0611820,91,,9-12,32218,2,37.3204,-121.84813,Luis Valdez Leadership Academy,061182013815,https://www.greatschools.org/california/san-jose/32218-Luis-Valdez-Leadership-Academy/?s_cid=gsapi,,(408) 479-0253,https://www.greatschools.org/school/rating.page?state=CA&id=32218&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32218&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32218,CA,charter,www.sjlvla.org
27,"881 South Cypress Avenue, 
San Jose, CA  95117",San Jose,Campbell Union,629,0607200,595,(408) 341-7170,K-5,5416,6,37.31116,-121.96125,Lynhaven Elementary School,060720000670,https://www.greatschools.org/california/san-jose/5416-Lynhaven-Elementary-School/?s_cid=gsapi,4,(408) 566-0368,https://www.greatschools.org/school/rating.page?state=CA&id=5416&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5416&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5416,CA,charter,
